manufacturer,model,price,year,condition,cylinders,fuel,odometer,transmission,odometer_km
Toyota,Corolla Le Eco,9995,2014,good,4 ,gas,94703.0,automatic,152409
Toyota,Corolla L,12995,2014,good,4 ,gas,44365.0,automatic,71398
Toyota,Tacoma,18750,2007,,,gas,176674.0,automatic,284328
Toyota,Tundra,19995,2012,,,gas,216700.0,automatic,348743
Toyota,Rav4,14995,2013,,,gas,110700.0,automatic,178153
Toyota,Tundra,21995,2010,,,gas,164119.0,automatic,264123
Toyota,Tacoma,12750,2006,,,gas,186060.0,automatic,299433
Toyota,Fj Cruiser,17888,2007,,,gas,168330.0,automatic,270900
Toyota,Tacoma,8500,2003,good,6 ,gas,213000.0,automatic,342789
Toyota,Sequoia,9995,2001,excellent,,gas,141578.0,automatic,227847
Toyota,Prius,9995,2012,excellent,,hybrid,108541.0,automatic,174679
Toyota,Prius,7995,2007,excellent,,hybrid,103574.0,automatic,166685
Toyota,Tacoma,13995,1999,excellent,,gas,117849.0,automatic,189659
Toyota,Rav4,6995,2002,excellent,,gas,126753.0,automatic,203988
Honda,Fit,12995,2012,excellent,,gas,19240.0,automatic,30963
Toyota,Matrix,7495,2009,excellent,,gas,133516.0,manual,214872
Toyota,Camry,13995,2016,,,gas,65277.0,automatic,105052
Toyota,Highlander Limited,5,2003,excellent,6 ,gas,195023.0,automatic,313858
Honda,Civic Lx,2000,2004,salvage,4 ,gas,230000.0,automatic,370148
Honda,Crx Dx,3000,1989,good,4 ,gas,270000.0,manual,434521
Honda,Civic,27195,2019,,,other,19280.0,automatic,31028
Honda,Accord,6995,2010,,,gas,127797.0,automatic,205668
Honda,Civic,27195,2019,,,other,19280.0,automatic,31028
Toyota,Tacoma,21995,2010,excellent,4 ,gas,141001.0,other,226918
Honda,Pilot,14995,2008,excellent,6 ,gas,53611.0,automatic,86278
Toyota,Sequoia,12995,2006,excellent,8 ,gas,191289.0,automatic,307849
Toyota,Tacoma,23995,2003,excellent,6 ,gas,106366.0,automatic,171179
Toyota,Sienna,11995,2010,excellent,6 ,gas,112684.0,automatic,181346
Honda,Cr-V Ex,17738,2015,good,4 ,gas,104894.0,automatic,168810
Toyota,Tacoma,24995,2010,excellent,6 ,gas,113851.0,other,183224
Toyota,Tundra 4Wd Truck,27995,2008,excellent,8 ,gas,79414.0,automatic,127804
Toyota,Camry Le,900,2002,,4 ,gas,122467.0,automatic,197091
Honda,Cr-V,0,2009,excellent,4 ,gas,99851.0,automatic,160694
Toyota,Corolla,0,2006,excellent,4 ,gas,88219.0,automatic,141974
Toyota,Highlander,0,2013,excellent,6 ,gas,127396.0,automatic,205023
Toyota,Tacoma,29980,2013,,6 ,gas,107309.0,automatic,172696
Toyota,4Runner Sr5 Sport Utility,35990,2019,good,6 ,gas,49441.0,other,79567
Honda,Civic Type R Touring,35990,2018,good,,other,40831.0,other,65710
Toyota,Tundra Double Cab Sr,37990,2016,good,8 ,gas,22870.0,other,36805
Toyota,Corolla,4000,2009,excellent,4 ,gas,218000.0,automatic,350836
Toyota,Rav4 Hybrid Xse Sport,33990,2019,good,,hybrid,23963.0,other,38564
Honda,Pilot Touring Sport,29990,2017,good,,other,25196.0,other,40548
Toyota,Avalon Xle Premium Sedan,20990,2016,good,6 ,gas,41070.0,other,66095
Toyota,4 Runner Sr5,7500,2000,good,6 ,gas,175695.0,automatic,282752
Honda,Cr-V Lx,19990,2016,excellent,4 ,gas,36256.0,automatic,58348
Toyota,Yaris L,10990,2015,excellent,4 ,gas,90873.0,automatic,146245
Honda,Fit Ex-L,13990,2015,excellent,4 ,gas,80859.0,automatic,130129
Toyota,Corolla,17991,2017,,,gas,44469.0,automatic,71565
Honda,Cr-V,17995,2014,excellent,4 ,gas,96504.0,automatic,155307
Honda,Pilot,7495,2005,excellent,,gas,179695.0,automatic,289190
Toyota,Sienna Limited Awd,18500,2011,,6 ,gas,86000.0,automatic,138403
Toyota,"Tundra Sr5 4Dr 1-Oregon Owner*0-Rust*Never Off Road*New Timing Belt&Water Pump*New Bilstein-Toytec Lift*New 33"" Yokohama Geolanders*New Oem 17""Toyota Wheels*Leer Canopy",24997,2005,,8 ,gas,109562.0,automatic,176322
Honda,Pilot,20991,2014,,,gas,62713.0,automatic,100926
Toyota,4Runner,0,2014,,6 ,gas,158034.0,automatic,254330
Honda,Accord Sedan Ex-L 1.5T,0,2018,good,,other,43834.0,automatic,70543
Toyota,Tundra,51603,2017,,,other,38550.0,automatic,62040
Toyota,Camry Le,3950,1995,like new,4 ,gas,210000.0,automatic,337961
Toyota,Matrix Xr Hatchback,5950,2003,excellent,4 ,gas,202000.0,automatic,325086
Honda,Crv Awd,5500,2004,excellent,4 ,gas,204000.0,automatic,328305
Toyota,Tundra,55075,2019,,,other,22538.0,automatic,36271
Honda,Civic,13985,2017,excellent,,gas,22756.0,automatic,36622
Toyota,Land Cruiser,26995,2007,excellent,8 ,gas,169188.0,automatic,272281
Toyota,Venza,16995,2011,excellent,6 ,gas,46472.0,automatic,74789
Honda,Element,12995,2008,excellent,4 ,gas,89395.0,automatic,143866
Toyota,Tundra,16995,2002,excellent,8 ,gas,147876.0,automatic,237982
Honda,Accord Sdn,8500,2006,excellent,6 ,gas,106324.0,automatic,171111
Toyota,Highlander,24995,2015,excellent,6 ,gas,83169.0,automatic,133847
Toyota,Tacoma V6 1 Owner* Trd Sport* Navigation*Back Up Cam* 6-Speed Manual* Rust Free*1-Owner*Non Smoker*Bilstein Toytec Lift,29997,2015,,6 ,gas,144071.0,manual,231859
Toyota,Prius,7800,2009,excellent,4 ,hybrid,106500.0,automatic,171394
Toyota,Tundra 4Wd Truck,17500,2010,good,8 ,gas,201000.0,automatic,323477
Toyota,Tacoma,43982,2018,,,other,44010.0,automatic,70827
Toyota,Fj Cruiser,15995,2008,,6 ,gas,161870.0,automatic,260503
Honda,Cr-V Ex-L,0,2017,good,,other,24064.0,automatic,38727
Honda,Cr-V Ex-L,0,2013,,4 ,gas,100515.0,automatic,161762
Toyota,Rav4 Xle Awd,14995,2014,excellent,,gas,126974.0,automatic,204344
Toyota,Rav4 Xle Awd,14995,2014,excellent,,gas,126974.0,automatic,204344
Toyota,Sequoia Limited 4Wd,15995,2005,excellent,,gas,163460.0,automatic,263062
Toyota,4Runner Sr5 4X4,23995,2011,excellent,,gas,156464.0,automatic,251803
Toyota,Sequoia,47991,2016,,,gas,50544.0,automatic,81342
Toyota,Corolla,3500,2009,fair,4 ,gas,218747.0,automatic,352038
Honda,Cr-V,2850,2002,good,4 ,gas,242785.0,automatic,390723
Toyota,Fj Cruiser,32995,2011,,,gas,124670.0,automatic,200636
Honda,Cr-V,6450,2007,excellent,4 ,gas,159579.0,automatic,256816
Toyota,Tacoma Double Cab Pickup,27990,2012,good,6 ,gas,67245.0,other,108220
Toyota,Fj Cruiser Sport Utility,37590,2014,good,6 ,gas,58358.0,other,93917
Toyota,Tacoma Access Cab Sr5,33590,2018,good,6 ,gas,44416.0,other,71480
Toyota,Land Cruiser,10000,1990,fair,6 ,gas,108645.0,automatic,174846
Toyota,"Sequoia Sr5 Trd Build Out*1-Owner*Full New Build*Bilstein Lift*35""Master Craft Mxt Tires*New 18""Black Rhino Wheels*Chrome Delete Pkg*Custom Painted 2-Tone Bumpers*8-Pass Seating*",49997,2018,,8 ,gas,58476.0,automatic,94107
Toyota,Corolla,2200,1999,good,6 ,gas,131067.0,automatic,210931
Honda,Civic Lx,17990,2018,excellent,4 ,gas,32641.0,automatic,52530
Toyota,Corolla,9823,2011,,,gas,151637.0,automatic,244035
Honda,Accord,18991,2014,,,gas,72225.0,automatic,116234
Toyota,Corolla,9123,2012,,,gas,120806.0,automatic,194417
Toyota,Land Cruiser,10500,1991,good,6 ,gas,343194.0,automatic,552315
Toyota,Highlander,0,2019,,,other,41350.0,automatic,66546
Honda,Civic,17991,2016,,,gas,46732.0,automatic,75207
Toyota,Corolla,16991,2016,,,gas,48116.0,automatic,77435
Toyota,Tundra,51603,2017,,,other,38550.0,automatic,62040
Toyota,Landcruiser,35000,1995,excellent,8 ,gas,280000.0,automatic,450615
Toyota,T100 Sr5,8500,1997,,6 ,gas,135000.0,automatic,217260
Toyota,Sienna,4950,2009,,6 ,gas,114619.0,automatic,184460
Honda,Element,12995,2008,excellent,4 ,gas,148845.0,automatic,239542
Toyota,Tundra 4Wd Truck,36995,2014,excellent,8 ,gas,83760.0,automatic,134798
Toyota,Tacoma,10995,2002,excellent,4 ,gas,218858.0,manual,352216
Honda,Accord Ex-L,21990,2016,excellent,4 ,gas,42054.0,automatic,67679
Toyota,Tundra,55075,2019,,,other,22538.0,automatic,36271
Honda,Accord Ex,15450,2014,excellent,4 ,gas,72001.0,manual,115874
Honda,Accord Sport Se,20990,2017,excellent,4 ,gas,32381.0,automatic,52112
Toyota,Tacoma,0,2009,excellent,6 ,gas,65176.0,automatic,104890
Toyota,Camry,0,2018,good,,other,52773.0,automatic,84929
Toyota,Tundra,43982,2014,,,other,39054.0,automatic,62851
Toyota,Tundra 4Wd Sr5,42747,2017,good,8 ,gas,36349.0,automatic,58497
Toyota,Rav4 Xle,18088,2014,good,4 ,gas,85591.0,automatic,137745
Toyota,Tacoma Trd Off Road 4X4,35335,2017,good,6 ,gas,95091.0,automatic,153033
Toyota,Rav4 Le,14848,2014,good,4 ,gas,113910.0,automatic,183319
Toyota,Tacoma Sr5 4X4 Double Cab,41388,2019,good,6 ,gas,28249.0,automatic,45462
Toyota,Rav4,22991,2016,,,gas,47672.0,automatic,76720
Toyota,4Runner Sr5 4X4,23995,2011,excellent,,gas,156464.0,automatic,251803
Honda,Pilot,6450,2003,excellent,6 ,gas,185860.0,automatic,299111
Honda,Element,11995,2004,good,4 ,gas,184555.0,automatic,297011
Toyota,Tundra,49977,2018,,,other,12486.0,automatic,20094
Toyota,Camry Le,3950,1995,like new,4 ,gas,210000.0,automatic,337961
Toyota,Matrix Xr Hatchback,5950,2003,excellent,4 ,gas,202000.0,automatic,325086
Honda,Crv Awd,5500,2004,excellent,4 ,gas,204000.0,automatic,328305
Honda,Accord Ex-L Coupe 2D,15590,2010,good,6 ,hybrid,57754.0,other,92945
Toyota,Sienna L Minivan 4D,30990,2018,good,6 ,gas,4015.0,other,6461
Toyota,Sienna Limited,18995,2013,,,gas,101413.0,automatic,163207
Toyota,Corolla,4300,2007,good,,gas,166000.0,automatic,267150
Toyota,Tundra Sr5,10775,2004,excellent,8 ,gas,162675.0,automatic,261799
Honda,Accord Sport Se,17990,2017,excellent,4 ,gas,77782.0,automatic,125177
Honda,Cr-V Lx,19990,2016,excellent,4 ,gas,36256.0,automatic,58348
Toyota,Prius Hybrid,5000,2010,good,4 ,hybrid,225000.0,automatic,362101
Toyota,Tacoma,42500,2017,like new,6 ,gas,41721.0,automatic,67143
Toyota,Tacoma,38991,2017,,,gas,44049.0,automatic,70889
Honda,Accord,26984,2018,,,other,30844.0,automatic,49638
Honda,Crosstour,9995,2012,,,gas,152858.0,automatic,246000
Toyota,Tundra,51603,2017,,,other,38550.0,automatic,62040
Honda,Civic Si Coupe 2D,26590,2020,good,,gas,9954.0,other,16019
Honda,Ridgeline Sport Pickup 4D,30990,2019,good,6 ,gas,13652.0,other,21970
Toyota,Sr5,5500,1981,,,gas,200000.0,automatic,321868
Toyota,Yaris L,10990,2015,excellent,4 ,gas,90873.0,automatic,146245
Toyota,Sienna Limited,18995,2013,,,gas,101413.0,automatic,163207
Honda,Fit Ex-L,13990,2015,excellent,4 ,gas,80859.0,automatic,130129
Toyota,Tundra,55075,2019,,,other,22538.0,automatic,36271
Toyota,Rav4 Se,25000,2018,excellent,4 ,gas,37132.0,automatic,59758
Toyota,Rav4,13995,2013,good,4 ,gas,139443.0,automatic,224411
Toyota,4Runner,29995,2013,good,6 ,gas,83298.0,automatic,134054
Toyota,Yaris,8995,2012,good,4 ,gas,71507.0,automatic,115079
Honda,Accord Ex-L,7950,2010,excellent,4 ,gas,218000.0,automatic,350836
Toyota,4Runner,12995,2003,excellent,,gas,196801.0,automatic,316719
Toyota,Tundra,12995,2005,excellent,,gas,181555.0,automatic,292183
Toyota,Tacoma,10995,2001,excellent,,gas,256887.0,manual,413418
Toyota,Sienna,8995,2005,excellent,,gas,133619.0,automatic,215038
Toyota,Prius,6777,2010,,,gas,169213.0,automatic,272321
Toyota,Tacoma,37077,2015,,,other,32844.0,automatic,52857
Toyota,Matrix Xr Hatchback,5950,2003,excellent,4 ,gas,202000.0,automatic,325086
Toyota,Camry Le,3950,1995,like new,4 ,gas,210000.0,automatic,337961
Toyota,Tacoma,12000,1998,good,6 ,gas,157000.0,manual,252666
Honda,Cr-Z Hybrid,9700,2013,like new,4 ,hybrid,76000.0,manual,122309
Toyota,Tundra Crewmax Sr5 Pickup,27990,2015,good,8 ,gas,96740.0,other,155687
Toyota,Tundra Crewmax Sr5 Pickup,38990,2019,good,8 ,gas,15520.0,other,24976
Toyota,Rav4,8500,2008,like new,4 ,gas,134446.0,automatic,216369
Toyota,Highlander,15495,2013,,,gas,100000.0,automatic,160934
Honda,Cr-V Ex-L,7699,2007,excellent,4 ,gas,171000.0,automatic,275197
Honda,Accord Ex-L,5999,2007,like new,4 ,gas,159000.0,automatic,255885
Toyota,Camry Le,6899,2009,like new,4 ,gas,130000.0,automatic,209214
Honda,Civic Ex,2499,1996,,4 ,gas,195000.0,automatic,313821
Honda,Civic Lx,6799,2007,excellent,4 ,gas,146000.0,automatic,234963
Honda,Civic Lx,8999,2008,like new,4 ,gas,66000.0,automatic,106216
Honda,Civic Lx,5599,2006,excellent,4 ,gas,160000.0,automatic,257494
Honda,Accord Ex-L,7499,2008,like new,4 ,gas,152000.0,automatic,244619
Honda,Civic Ex,5299,2005,like new,4 ,gas,164000.0,manual,263931
Toyota,Rav4,9999,2010,like new,6 ,gas,91117.0,automatic,146638
Honda,Cr-V Ex-L,7999,2007,like new,4 ,gas,153515.0,automatic,247057
Toyota,Rav4,9299,2010,like new,4 ,gas,154000.0,automatic,247838
Toyota,Camry,18980,2016,,4 ,gas,57371.0,other,92329
Toyota,4-Runner,10988,2004,,,gas,139644.0,automatic,224734
Honda,Ridgeline Rtx,11995,2007,good,6 ,gas,94089.0,automatic,151421
Toyota,Sienna,18988,2013,,,gas,71591.0,automatic,115214
Honda,Pilot Ex,8000,2009,good,6 ,gas,192895.0,automatic,310433
Honda,Cr-V Ex,22450,2017,excellent,4 ,gas,41720.0,automatic,67141
Honda,Element,9988,2007,,,gas,185551.0,automatic,298614
Honda,Element,10988,2005,,,gas,119901.0,automatic,192961
Honda,Element,14988,2007,,,gas,70305.0,manual,113144
Toyota,Tacoma,37786,2017,,,other,12104.0,automatic,19479
Toyota,Land Cruiser,2500,1991,fair,6 ,gas,212000.0,automatic,341180
Toyota,Corolla,3000,2005,good,4 ,gas,190000.0,automatic,305774
Honda,Pilot,16991,2011,,,gas,121963.0,automatic,196279
Honda,Accord Sedan Touring 2.0T,0,2018,good,,other,31523.0,automatic,50731
Toyota,Camry,0,2020,,,other,11513.0,automatic,18528
Toyota,Tundra Platinum 4X4,37999,2014,excellent,8 ,gas,80826.0,automatic,130076
Honda,Civic,16998,2019,excellent,,gas,45490.0,automatic,73208
Honda,Accord,10499,2015,,,gas,129542.0,automatic,208477
Honda,Accord,9998,2014,excellent,,gas,138850.0,automatic,223456
Toyota,Fj Cruiser,32995,2011,,,gas,124670.0,automatic,200636
Toyota,4Runner,10950,2001,excellent,6 ,gas,238764.0,automatic,384252
Honda,Cr-V Ex-L,0,2013,,4 ,gas,100515.0,automatic,161762
Honda,Cr-V,2850,2002,good,4 ,gas,242785.0,automatic,390723
Toyota,Camry,7500,2011,good,4 ,gas,137000.0,automatic,220479
Toyota,Sequoia,22995,2008,,,gas,139362.0,automatic,224280
Toyota,4-Runner,10995,1998,,,gas,190551.0,automatic,306661
Honda,Pilot,8995,2006,,,gas,135550.0,automatic,218146
Toyota,4Runner Limited Sport,38990,2019,good,,other,11877.0,other,19114
Honda,Civic Type R Touring,36990,2018,good,,other,13034.0,other,20976
Toyota,Tundra Double Cab Limited,37590,2017,good,8 ,other,25846.0,automatic,41595
Honda,Cr-V Ex-L,31595,2019,good,4 ,other,12481.0,automatic,20086
Toyota,Tacoma V6 1-Oregon Owner*Zero Rust*4X4*Trd Off Road*45 Service Records*Like New In&Out*Rear Lockers*Never Off Road*Zero Accidents,23997,2012,,6 ,gas,165417.0,automatic,266212
Toyota,Tundra,51603,2017,,,other,38550.0,automatic,62040
Honda,Civic Lx,17990,2018,excellent,4 ,gas,32641.0,automatic,52530
Toyota,Tacoma,29990,2015,excellent,6 ,gas,59322.0,automatic,95469
Toyota,Rav4,17000,2014,,,gas,81750.0,automatic,131563
Toyota,"Land Cruiser 1-Owner*Full Custom Build*Never Off Road*New Lift*New 33"" Yokohama X-Ats*New 18"" Black Rhino Wheels*Center Council Cooler*360 Camera*Chrome Delete",74997,2018,,8 ,gas,57269.0,automatic,92165
Toyota,Tundra Sr5,18900,2012,good,8 ,gas,201545.0,automatic,324354
Toyota,Tundra,55075,2019,,,other,22538.0,automatic,36271
Toyota,Tacoma,14900,2006,good,6 ,gas,275053.0,automatic,442653
Honda,Ridgeline Black Edition,0,2019,good,,other,20512.0,automatic,33010
Toyota,Sequoia Limited 4Wd,15995,2005,excellent,,gas,163460.0,automatic,263062
Honda,Element,13995,2004,excellent,4 ,gas,116405.0,automatic,187335
Toyota,Tundra,19995,2005,excellent,8 ,gas,137244.0,automatic,220872
Honda,Passport Sport,0,2019,good,,other,6007.0,automatic,9667
Toyota,Truck,6800,1989,good,4 ,gas,157523.0,manual,253508
Toyota,"Fj Cruiser | *One Owner*,",19995,2007,good,6 ,gas,150902.0,automatic,242852
Toyota,4Runner,10995,2003,excellent,8 ,gas,251800.0,automatic,405231
Honda,Pilot,14823,2013,,,gas,145833.0,automatic,234694
Toyota,Rav4,8950,2006,excellent,4 ,gas,120000.0,automatic,193120
Toyota,Tundra,49897,2017,,,other,41015.0,automatic,66007
Toyota,Matrix Xr Hatchback,5950,2003,excellent,4 ,gas,202000.0,automatic,325086
Toyota,Camry Le,3950,1995,like new,4 ,gas,210000.0,automatic,337961
Toyota,Tacoma,34791,2016,,,other,40402.0,automatic,65020
Honda,Crv Awd,5500,2004,excellent,4 ,gas,204000.0,automatic,328305
Honda,Accord,27488,2019,,,other,6582.0,automatic,10592
Toyota,Rav4,12980,2009,,4 ,gas,111662.0,other,179702
Honda,Cr-V,0,2009,excellent,4 ,gas,99851.0,automatic,160694
Toyota,Corolla,0,2006,excellent,4 ,gas,88219.0,automatic,141974
Toyota,Highlander,0,2013,excellent,6 ,gas,127396.0,automatic,205023
Toyota,Tacoma,18787,2013,,6 ,gas,143078.0,automatic,230261
Toyota,Tacoma,24995,2010,,6 ,gas,92969.0,automatic,149618
Honda,Civic Ex,6450,2006,good,4 ,gas,154349.0,automatic,248400
Toyota,Tacoma,18450,2007,excellent,6 ,gas,123152.0,automatic,198193
Toyota,Pickup,28000,1991,good,6 ,gas,134000.0,manual,215651
Toyota,Rav4 Hybrid Limited Sport,29990,2018,good,,gas,14520.0,other,23367
Toyota,Prius,5500,2010,,,gas,142000.0,automatic,228526
Toyota,Corolla Le,10950,2018,,4 ,gas,77312.0,automatic,124421
Toyota,Tacoma 4X4 V6,24950,2014,,6 ,gas,108684.0,automatic,174909
Toyota,Tacoma,36988,2018,,6 ,gas,193230.0,automatic,310972
Toyota,"4Runner Trd Off-Road Premium New Bilstein-Toytec Lift*New 17""Trd Pro Wheels*New 33"" Yokohama Geolander Goo3 M/T Tires*Tyger Rock Sliders*Tyger Roof Basket*Leather*Nav*Back Up Cam",47997,2018,,6 ,gas,38512.0,automatic,61978
Toyota,Land Cruiser,10500,1991,good,6 ,gas,230000.0,automatic,370148
Toyota,4Runner Sr5 Premium 25K In Add Ons And Modifications * Overland 4X4 Ready* All Keys*Remote Start* Full Icon Lift Set Up* Full Gobi Roof Rack Set Up W/ Tent* Upgraded Sound,42997,2015,,6 ,gas,79355.0,automatic,127709
Honda,Accord Ex-L,21990,2016,excellent,4 ,gas,42054.0,automatic,67679
Honda,Pilot,12000,2007,excellent,6 ,gas,124000.0,automatic,199558
Toyota,Corolla,15991,2014,,,gas,91243.0,automatic,146841
Toyota,Rav4,12995,2012,good,4 ,gas,68200.0,automatic,109756
Honda,Civic Ex,3000,2003,good,,gas,188125.0,automatic,302757
Honda,Cr-V,6450,2007,excellent,4 ,gas,159579.0,automatic,256816
Toyota,"Tacoma 4Wd Sr | 4X4, V6,",38995,2019,good,6 ,gas,12191.0,automatic,19619
Honda,"Pilot Ex-L | 4Wd, 3Rd Row",19695,2014,good,6 ,gas,82170.0,automatic,132239
Toyota,Tacoma,10999,2003,excellent,6 ,gas,225507.0,manual,362917
Toyota,Tundra,45923,2016,,,other,46323.0,automatic,74549
Toyota,Rav4 Xle Awd,14995,2014,excellent,,gas,126974.0,automatic,204344
Toyota,Tundra,41874,2017,,,other,45108.0,automatic,72594
Toyota,Scion Xb Hatchback,6995,2012,good,4 ,gas,104048.0,automatic,167448
Toyota,Camry Le,12995,2014,good,4 ,gas,55380.0,automatic,89125
Toyota,Tacoma,38984,2016,,,other,55839.0,automatic,89863
Toyota,Highlander Sport,9995,2007,good,6 ,gas,120177.0,automatic,193405
Honda,Fit Ex-L W/Navigation,20990,2018,good,,other,4935.0,other,7942
Toyota,Tacoma Double Cab Pickup,29990,2012,good,6 ,gas,43182.0,other,69494
Toyota,Tacoma Access Cab Trd Pro,29590,2015,good,6 ,gas,38302.0,other,61640
Honda,Hr-V Sport Suv 4D,21990,2019,good,,gas,4707.0,other,7575
Honda,Passport Ex-L Sport,30990,2019,good,,other,15785.0,other,25403
Honda,Hr-V Sport Suv 4D,22590,2019,good,,other,6280.0,other,10106
Toyota,Tacoma Access Cab Pickup,19590,2010,good,,other,76268.0,other,122741
Toyota,Tacoma Double Cab Pickup,29990,2015,good,6 ,other,52264.0,other,84110
Toyota,"Tacoma V6 4Dr Double Cab 1-Oregon Owner* Rust & Accident Free*Timing Belt Service Done*New Full Buid*Bilstein Lift*New 33""Yokohama Goo3*New 17""Mk6 Wheels*Like New In & Out",25997,2004,,6 ,gas,155503.0,automatic,250257
Toyota,Tacoma,16499,2005,excellent,,gas,114484.0,manual,184243
Honda,Odyssey,6999,2007,excellent,,gas,150000.0,automatic,241401
Toyota,Sienna,8550,2013,,6 ,gas,124306.0,automatic,200050
Toyota,Fj Cruiser Upgrade Pkg 2*Convenience Pkg*Preferred Premium Accessory Pkg*Roof Rack*Rear Lockers*Rust Free*Level Lifted*Black Out Pkg,25997,2010,,6 ,gas,143616.0,automatic,231126
Toyota,"Tacoma Trd Off-Road Full Ads Coil Over Adjustable Resivoirs Kit* Koning Ultra Light 17""Wheels*Bfg Ko2 Tires*Trd Off Road*Camburg Upper Control Arms*Trd Pro Grill & Roof Rack*Nav*Tech Pkg*",44997,2018,,6 ,gas,25053.0,automatic,40318
Honda,Accord Ex,15450,2014,excellent,4 ,gas,72001.0,manual,115874
Honda,Accord Sport Se,20990,2017,excellent,4 ,gas,32381.0,automatic,52112
Toyota,Sienna Limited,18995,2013,,,gas,101413.0,automatic,163207
Toyota,Tundra Sr5,39990,2017,excellent,8 ,gas,38533.0,automatic,62012
Toyota,4Runner,3995,1993,good,6 ,gas,183000.0,automatic,294509
Toyota,Rav4 Hybrid Limited,0,2018,good,,hybrid,29976.0,automatic,48241
Toyota,Tundra,0,2019,,,other,22538.0,automatic,36271
Toyota,Rav4 Adventure,0,2018,good,,gas,36726.0,automatic,59104
Toyota,Tacoma,0,2016,good,,other,17104.0,automatic,27526
Honda,Ridgeline,7995,2007,,,gas,213474.0,automatic,343552
Toyota,"Fj Cruiser | *One Owner*,",19995,2007,good,6 ,gas,150902.0,automatic,242852
Toyota,Tundra,51603,2017,,,other,38550.0,automatic,62040
Toyota,Tundra,35500,2017,like new,8 ,gas,74400.0,automatic,119734
Honda,Cr-V Ex-L,0,2013,,4 ,gas,100515.0,automatic,161762
Toyota,Highlander Xle Sport,37990,2020,good,,other,9173.0,other,14762
Toyota,Sequoia Platinum Sport,38990,2015,good,8 ,gas,51687.0,other,83181
Toyota,Tundra 1794 Edition 1-Owner* Local Oregon Truck Since New* Blind Spot* 2-Keys* Non Smoker* Like New In & Out* New Brakes And Service,37997,2015,,8 ,gas,114910.0,automatic,184929
Honda,Pilot,3999,2003,,,gas,111111.0,automatic,178815
Toyota,Corolla,7900,2012,like new,4 ,gas,120000.0,automatic,193120
Honda,Pilot Lx,8200,2013,excellent,6 ,gas,177223.0,automatic,285212
Honda,Cr-V,9995,2011,,,gas,173272.0,automatic,278853
Honda,Civic Sport Hatchback,17945,2018,like new,4 ,gas,75000.0,manual,120700
Honda,Pilot Exl 4Wd,8250,2010,excellent,6 ,gas,184842.0,automatic,297473
Honda,Accord,5250,2003,,6 ,gas,128000.0,automatic,205995
Honda,Hr-V Sport Suv 4D,20990,2019,good,,other,14350.0,other,23094
Toyota,4Runner Limited 4X4,14995,2005,excellent,,gas,204734.0,automatic,329486
Toyota,Corolla Hybrid Le Sedan,21590,2020,good,,other,16759.0,other,26970
Honda,Accord Ex,3000,2007,excellent,4 ,gas,178197.0,automatic,286779
